"X","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
1965,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
1966,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6
1967,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
1968,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
1969,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
1970,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5
1971,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5
1972,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
1973,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
1974,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,6
1975,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
1976,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
1977,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4
1978,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6
1979,7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6
1980,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
1981,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8,6
1982,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,6
1983,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4,6
1984,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6
1985,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,5
1986,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
1987,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
1988,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,6
1989,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
1990,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,5
1991,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
1992,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8
1993,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5
1994,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,5
1995,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8
1996,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
1997,7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6
1998,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8,6
1999,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
2000,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
2001,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
2002,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5
2003,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
2004,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6
2005,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
2006,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5
2007,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,5
2008,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
2009,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6
2010,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6
2011,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
2012,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,6
2013,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5
2014,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,5
2015,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,5
2016,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
2017,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
2018,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,5
2019,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
2020,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
2021,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
2022,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6
2023,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5
2024,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,5
2025,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6
2026,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5
2027,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,7
2028,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
2029,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6
2030,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
2031,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1,6
2032,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5
2033,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,5
2034,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5
2035,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,6
2036,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5
2037,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5
2038,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7
2039,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6
2040,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,5
2041,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2042,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2043,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2044,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
2045,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
2046,7.2,0.615,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,4
2047,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7
2048,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5
2049,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5
2050,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5
2051,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
2052,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
2053,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9,6
2054,6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7
2055,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
2056,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
2057,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
2058,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6
2059,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6
2060,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8,6
2061,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6
2062,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5
2063,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5
2064,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
2065,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
2066,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
2067,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
2068,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
2069,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
2070,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
2071,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6
2072,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5
2073,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
2074,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
2075,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
2076,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
2077,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,5
2078,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7
2079,7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,7
2080,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6
2081,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,5
2082,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6
2083,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
2084,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,5
2085,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
2086,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
2087,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
2088,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
2089,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8,6
2090,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
2091,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5
2092,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,5
2093,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
2094,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,7
2095,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7
2096,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,5
2097,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6
2098,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
2099,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5
2100,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,5
2101,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7
2102,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5
2103,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,5
2104,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5
2105,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4
2106,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7
2107,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6
2108,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6
2109,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,6
2110,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8
2111,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
2112,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5
2113,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
2114,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,7
2115,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6
2116,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
2117,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
2118,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
2119,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,7
2120,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6
2121,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7
2122,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6
2123,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
2124,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
2125,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6
2126,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
2127,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2,6
2128,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2,7
2129,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,5
2130,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6
2131,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
2132,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
2133,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
2134,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
2135,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
2136,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6
2137,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6
2138,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5
2139,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
2140,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
2141,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
2142,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
2143,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6
2144,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,6
2145,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
2146,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
2147,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
2148,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
2149,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,5
2150,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5
2151,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
2152,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,6
2153,5.2,0.28,0.29,1.1,0.028,18,69,0.99168,3.24,0.54,10,6
2154,7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
2155,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7
2156,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5
2157,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6
2158,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5
2159,6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6
2160,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
2161,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,5
2162,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,5
2163,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
2164,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6
2165,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
2166,7.4,0.2,0.28,9.1,0.047,29,95,0.99532,3.16,0.47,9.8,7
2167,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
2168,6.3,0.2,0.19,12.3,0.048,54,145,0.99668,3.16,0.42,9.3,6
2169,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5,6
2170,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,6
2171,7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6
2172,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
2173,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
2174,5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
2175,5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8
2176,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5
2177,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5
2178,8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6
2179,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
2180,5.8,0.13,0.26,5.1,0.039,19,103,0.99478,3.36,0.47,9.3,6
2181,7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,6
2182,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6
2183,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5
2184,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
2185,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
2186,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
2187,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
2188,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8,7
2189,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
2190,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
2191,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
2192,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
2193,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6
2194,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
2195,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,5
2196,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,5
2197,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
2198,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
2199,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
2200,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
2201,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
2202,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6
2203,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5
2204,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
2205,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5
2206,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
2207,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
2208,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
2209,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
2210,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
2211,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
2212,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
2213,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,5
2214,6.7,0.16,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,7
2215,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,5
2216,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5
2217,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,6
2218,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
2219,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5
2220,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
2221,7,0.27,0.48,6.1,0.042,60,184,0.99566,3.2,0.5,9.4,6
2222,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
2223,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7
2224,7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5
2225,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
2226,6.6,0.36,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11,5
2227,7.2,0.17,0.41,1.6,0.052,24,126,0.99228,3.19,0.49,10.8,5
2228,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
2229,6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4
2230,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,6
2231,6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5
2232,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,5
2233,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5
2234,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6
2235,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
2236,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
2237,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,7
2238,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5
2239,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5
2240,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5
2241,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,7
2242,6.2,0.15,0.27,1.4,0.041,51,117,0.9909,3.28,0.38,11.2,6
2243,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
2244,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
2245,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
2246,6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6
2247,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5,6
2248,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6
2249,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
2250,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9,5
2251,6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,7
2252,5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5
2253,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5
2254,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5
2255,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,5
2256,7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5
2257,7.9,0.2,0.39,1,0.041,37,154,0.99093,3.08,0.43,11.9,5
2258,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
2259,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2260,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8
2261,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
2262,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
2263,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
2264,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6
2265,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
2266,5.6,0.19,0.46,1.1,0.032,33,115,0.9909,3.36,0.5,10.4,6
2267,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
2268,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
2269,6.2,0.23,0.23,1.2,0.018,18,128,0.99178,3.05,0.28,10.6,5
2270,6,0.17,0.29,5,0.028,25,108,0.99076,3.14,0.34,12.3,6
2271,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12,7
